Timestamp,Species,Tree Age (years),Temperature (°C),Humidity (%),Soil Nutrients (%),Rainfall (mm),Cloudiness Index,Watering Frequency (times/week),Tree Height (m),Trunk Diameter (m),Foliage Diameter (m),Weather Condition,Carbon Sequestration (kg CO₂/15 min),Oxygen Release (kg O₂/15 min)
2024-02-19 00:00:00,Pongamia Pinnata Type-1,88,30.55784997922718,37.208325738545895,5.620639649997224,2.273085635933075,2,1,11.501358400803149,1.1605399810331136,1.3447650727763556,Rainy,5.3221321665038275,3.725492516552679
2024-02-19 00:00:00,Pongamia Pinnata Type-1,81,31.695788805551167,47.46596534895367,8.613782123890845,14.827688607133116,5,2,21.38471301083318,1.1704736658079846,2.1033966157114596,Monsoon,7.949477138484407,5.564633996939085
2024-02-19 00:00:00,Pongamia Pinnata Type-1,50,32.09810177419797,37.62667213891578,5.579735163998515,43.86784287211535,2,2,5.711854096653186,1.200557866333152,1.71236573633508,Summer,4.688340283379605,3.2818381983657234
2024-02-19 00:00:00,Pongamia Pinnata Type-1,16,26.49427956298007,22.963471084810227,7.195433498216692,21.700337482468555,5,1,21.3987558720746,1.7014988227231915,5.279618134775711,Winter,5.715959427288884,4.001171599102219
2024-02-19 00:00:00,Pongamia Pinnata Type-2,59,24.756718875966342,31.808199385512697,8.115687214546615,6.395816993752529,3,2,26.31280499019886,1.9550657011925907,3.171904697175914,Rainy,11.253329146852751,7.877330402796925
2024-02-19 00:00:00,Pongamia Pinnata Type-2,59,27.195082771662477,39.67839606878096,2.90836520627563,35.53349096777515,4,2,6.968614826990214,1.2805331665150943,3.4934532556907216,Monsoon,11.895308691429467,8.326716084000626
2024-02-19 00:00:00,Pongamia Pinnata Type-2,2,30.027681513782934,62.739089662648716,4.807726938401862,37.967685335170394,4,5,17.37180651638769,0.44208096112701545,10.44332896569173,Summer,3.3407181066636733,2.338502674664571
2024-02-19 00:00:00,Pongamia Pinnata Type-2,10,28.696143849157487,26.608824881391207,5.063210868873385,2.9894133590169627,4,4,23.570423885307,0.29123085834123696,3.6610341291961106,Winter,7.333451000761675,5.133415700533172
2024-02-19 00:00:00,Averrhoa Bilimbi,71,24.048747990803065,33.29238293169797,6.076986848005322,7.622420900824933,1,5,28.366260237984996,0.13345094020457254,7.24988590842614,Rainy,9.089695062964008,6.3627865440748055
2024-02-19 00:00:00,Averrhoa Bilimbi,43,34.186536403682304,72.33739061511073,6.343054793661814,37.37401700108307,1,1,20.435646437923943,1.6689938496633474,11.476040882535514,Monsoon,9.078541349144025,6.354978944400817
2024-02-19 00:00:00,Averrhoa Bilimbi,22,23.723106145510936,47.49021898892872,9.05862526466038,10.558399662876738,4,3,10.994550139719236,1.2228542364679331,11.129459259565538,Summer,5.161084143084231,3.6127589001589615
2024-02-19 00:00:00,Averrhoa Bilimbi,17,35.152460888558984,68.27221493056035,8.817998347544515,11.713292522097142,2,2,15.051894057762897,0.32087638303744026,1.6841515713477901,Winter,5.923198600414783,4.146239020290348
2024-02-19 00:00:00,Azadirachta Indica Type-1,4,16.413066512817757,28.606435055387607,9.05791895546201,47.93337848491709,3,2,7.082008803203822,1.888254584284723,4.0371947034349915,Rainy,12.1858436407636,8.53009054853452
2024-02-19 00:00:00,Azadirachta Indica Type-1,59,27.19356172424635,62.799342680629074,8.725501762674604,44.58592101924701,1,3,21.89166830706982,1.1355842376846805,11.331880227403687,Monsoon,7.6617016576114745,5.363191160328032
2024-02-19 00:00:00,Azadirachta Indica Type-1,90,29.049560535830995,76.39114168197011,4.657912067608657,22.216086594858968,4,6,27.60517612758406,1.9956580587748218,2.0948653186746182,Summer,2.874000695733149,2.011800487013204
2024-02-19 00:00:00,Azadirachta Indica Type-1,24,15.162713281751387,54.14741142958052,7.25634131549802,43.18517474635703,4,4,11.376777089576695,0.6563372498404079,10.333199180901167,Winter,2.856096548486529,1.9992675839405702
2024-02-19 00:00:00,Azadirachta Indica Type-2,8,35.28276107131503,21.72773877366781,4.1759830779803915,39.07782718758654,5,1,9.890110495334884,1.9511164986769403,6.891147985239615,Rainy,7.688189661746638,5.381732763222646
2024-02-19 00:00:00,Azadirachta Indica Type-2,16,17.8163136607274,52.504914233969714,8.370271685006689,30.368612588054123,5,5,18.868434459609563,0.6803180582305212,3.8634881088643693,Monsoon,1.579345168762072,1.1055416181334503
2024-02-19 00:00:00,Azadirachta Indica Type-2,24,39.061953569064926,58.5170243607605,2.2660222674150363,21.72680486020999,1,5,19.802499735038804,1.215204668959552,11.040347900165306,Summer,2.279257456074838,1.5954802192523867
2024-02-19 00:00:00,Azadirachta Indica Type-2,56,37.55669676871669,44.26295116208446,5.406919860018186,20.29561555803024,5,4,23.64400173353225,0.7035714218510668,11.084903669925174,Winter,6.7001567605031225,4.690109732352186
2024-02-19 00:00:00,Azadirachta Indica Type-3,97,16.293245266162042,62.68677785909743,5.362049603283462,32.266802420911056,4,2,13.162587798245472,1.594751425454054,11.108091209357337,Rainy,2.714930188683569,1.9004511320784983
2024-02-19 00:00:00,Azadirachta Indica Type-3,48,21.625761269451633,23.627290292435596,7.8048679481213625,39.40349012771519,4,2,26.511008060485445,0.8663180870994787,7.5505115748350455,Monsoon,12.4858050298331,8.74006352088317
2024-02-19 00:00:00,Azadirachta Indica Type-3,26,27.582707770727698,20.111288361168068,8.33650429410001,2.2689316323273423,2,2,11.39614244692103,1.285037088672522,12.405695382544023,Summer,8.642914701383296,6.050040290968306
2024-02-19 00:00:00,Azadirachta Indica Type-3,89,23.63164495723015,68.59766498828793,8.42120982619871,3.8903354275048985,1,2,17.08283739087501,0.7554036764508536,3.6397312779980573,Winter,10.444462995608228,7.311124096925759
2024-02-19 00:00:00,Azadirachta Indica Type-4,77,20.307351299700542,71.00234882993706,3.2850274009187084,32.783286966857716,5,2,12.84735058409497,1.276842173517108,11.078023605511383,Rainy,5.084033099858919,3.558823169901243
2024-02-19 00:00:00,Azadirachta Indica Type-4,75,17.74266425081027,23.35835741728156,3.0483926431150854,20.725725310126798,2,6,25.689424428241008,1.3896538320284653,3.446512869321226,Monsoon,5.343302854877691,3.7403119984143833
2024-02-19 00:00:00,Azadirachta Indica Type-4,49,29.964609596295517,53.14180423540478,7.27153616242228,11.876352188870005,5,5,29.21021041888763,0.8236578298859218,9.225948503013695,Summer,4.840669658645266,3.388468761051686
2024-02-19 00:00:00,Azadirachta Indica Type-4,65,38.45642827372008,23.16798598958109,9.80032956674252,30.724774764521907,5,2,25.519671195613128,0.530404315138285,10.659225793269657,Winter,8.661023286801456,6.062716300761019
2024-02-19 00:00:00,Neolamarckia Cadamba,26,37.10444524044331,27.702309660812077,3.663470932821502,17.91620722930115,2,5,13.939513293357145,0.9949264651244419,4.079482480824642,Rainy,10.219397805693907,7.153578463985735
2024-02-19 00:00:00,Neolamarckia Cadamba,81,23.323324572639812,57.55197845699329,8.149631407329114,25.161701046268497,5,5,2.486385299885394,0.2296780171718457,13.868965749739525,Monsoon,8.807426410758598,6.165198487531018
2024-02-19 00:00:00,Neolamarckia Cadamba,20,36.48789976633671,67.53910969439046,5.402491516305936,14.964794995063196,2,2,18.99157538353557,0.6838915354778174,3.539764815299539,Summer,8.11816748882794,5.6827172421795575
2024-02-19 00:00:00,Neolamarckia Cadamba,39,29.063537771283848,23.00140445354552,3.4149807425746728,16.704900956373177,4,5,9.817043599359138,1.9491322093395393,1.5289362426285857,Winter,6.6301265747617215,4.6410886023332045
2024-02-19 00:00:00,Pueraria Montana (Kudzu) Type-1,70,16.485596914209474,33.14789342829677,9.315629534740069,7.828772883449847,1,3,9.150003461186884,0.5480485880677668,2.9144572563848086,Rainy,8.131679019118073,5.69217531338265
2024-02-19 00:00:00,Pueraria Montana (Kudzu) Type-1,72,29.672281146607027,48.6594550702015,3.4134337983726972,13.463781773654038,1,6,11.099187022618333,1.823682108628304,2.30587369070755,Monsoon,9.262917047691452,6.484041933384017
2024-02-19 00:00:00,Pueraria Montana (Kudzu) Type-1,57,19.629231726658666,79.04359042660892,5.188722259959395,24.32812966103773,2,3,15.865864883719478,1.0893673257233583,1.1639789929090625,Summer,9.070052622892408,6.349036836024686
2024-02-19 00:00:00,Pueraria Montana (Kudzu) Type-1,1,38.825226969501145,35.51287867355508,9.900188151772484,27.49600285056041,4,5,25.207873783812136,1.6233809487438988,14.966404659820256,Winter,3.681936026551508,2.5773552185860553
2024-02-19 00:00:00,Pueraria Montana (Kudzu) Type-2,7,25.595301090519154,56.68875014750971,2.063635955116456,10.5520807123355,4,4,28.185857051027238,1.7959033749047182,7.795371845936561,Rainy,5.821031359748678,4.074721951824074
2024-02-19 00:00:00,Pueraria Montana (Kudzu) Type-2,35,37.96353953819184,35.631496058952436,2.275603958786257,21.33449887789475,4,3,17.500335663919657,0.8332210397722432,13.936295573388499,Monsoon,6.851627353086276,4.796139147160393
2024-02-19 00:00:00,Pueraria Montana (Kudzu) Type-2,26,27.360734644213487,20.049951308814286,4.034421202240191,2.673832803136439,4,6,29.44681144909957,0.7944808436415159,2.2886834303514068,Summer,3.270317547440785,2.2892222832085496
2024-02-19 00:00:00,Pueraria Montana (Kudzu) Type-2,42,15.529714878074957,39.769152562332486,5.121310354232917,30.312017170801198,2,6,27.532945883763805,0.6270757887969794,9.741300594017366,Winter,5.272102435484028,3.6904717048388194
2024-02-19 00:00:00,Delonix Regia Type-1,82,31.899599097914347,58.08290654135486,9.074293991143435,41.06397905669922,2,1,18.035729037983863,0.5176668161013427,11.691892357409467,Rainy,3.9444114099136507,2.7610879869395553
2024-02-19 00:00:00,Delonix Regia Type-1,41,34.33713019512656,52.68654010636109,7.423360754758969,42.826627704900275,4,6,15.05995763096785,1.726070425836459,14.463367555124245,Monsoon,3.669735329721127,2.568814730804789
2024-02-19 00:00:00,Delonix Regia Type-1,97,18.632518712897305,72.13269887561346,9.0185128342098,49.644226126091084,1,2,12.126579114595579,0.26961777500160256,14.751430870555602,Summer,9.393722396829041,6.575605677780328
2024-02-19 00:00:00,Delonix Regia Type-1,8,26.602731508885498,59.530706439447584,8.386192841097035,39.407626209447365,5,2,16.354349427191032,0.9805877397574184,14.554938603985333,Winter,10.34545856743157,7.241820997202099
2024-02-19 00:00:00,Delonix Regia Type-2,19,39.60238810414756,47.705594431851694,3.0327211485140575,22.194616595331425,4,5,3.3588925731227652,0.393368325327751,9.085178282500113,Rainy,11.27990870486123,7.89593609340286
2024-02-19 00:00:00,Delonix Regia Type-2,70,38.69144724708474,33.34632904089802,7.037204541774613,35.326184249845966,4,3,12.750868859111248,1.283741665950084,11.308460321991408,Monsoon,6.633025602628267,4.643117921839787
2024-02-19 00:00:00,Delonix Regia Type-2,91,18.08284513542541,40.057585066332265,9.22494748548948,33.62579229978394,5,4,15.39233452935452,1.269658289824995,4.934541691273031,Summer,9.066428556705333,6.346499989693733
2024-02-19 00:00:00,Delonix Regia Type-2,41,27.53306923913107,24.01208719306384,6.452270650200679,41.60636646093478,3,5,16.793139350047046,0.9600052120573319,6.137968420341971,Winter,10.89627378166502,7.627391647165513
2024-02-19 00:00:00,Dalbergia Latifolia Roxb Type-1,9,31.98706734445328,38.01572741589542,5.00302012113794,23.506537523294213,2,1,21.13078219325754,1.7863679461999087,3.6211013577652444,Rainy,7.25588080105648,5.079116560739536
2024-02-19 00:00:00,Dalbergia Latifolia Roxb Type-1,10,30.263483285223014,66.5646168252829,6.761127241576276,43.47202515836373,3,2,29.164905443427685,1.0708768159241495,5.026811453389098,Monsoon,8.498655869270689,5.9490591084894815
2024-02-19 00:00:00,Dalbergia Latifolia Roxb Type-1,64,18.28816311763728,36.03227379110669,7.15103663656247,42.72841407571795,4,2,29.27141349128952,0.9988107287006995,7.447972867455486,Summer,2.7923531658140983,1.9546472160698687
2024-02-19 00:00:00,Dalbergia Latifolia Roxb Type-1,40,26.172282438111075,64.85096214758244,9.974988486949094,30.594871980375952,3,2,27.13874054188251,1.910394429915717,12.883505649223356,Winter,8.533558173523197,5.973490721466238
2024-02-19 00:00:00,Dalbergia Latifolia Roxb Type-2,54,35.492096058975534,21.95229915856842,3.253777820550164,22.545697218736816,3,3,9.48707094430823,0.4139359483366122,10.715076329051936,Rainy,9.949697350442186,6.96478814530953
2024-02-19 00:00:00,Dalbergia Latifolia Roxb Type-2,13,37.01587011067701,41.592409414197824,6.11393975358141,37.257307789801615,1,5,24.248805112179042,1.6149195572023172,10.393332653794328,Monsoon,8.127045639633579,5.688931947743505
2024-02-19 00:00:00,Dalbergia Latifolia Roxb Type-2,47,36.2714769602112,57.15462744932969,5.434617344943308,34.85765690601828,5,5,5.27577035820298,0.9828905432111372,7.9703099768708165,Summer,2.8314574312571845,1.982020201880029
2024-02-19 00:00:00,Dalbergia Latifolia Roxb Type-2,48,34.35751357599141,79.95283973672761,3.8674058830907745,40.42270092967626,3,5,8.18543496252453,0.47399254391695433,14.434467558312228,Winter,1.900567421464886,1.33039719502542
2024-02-19 00:00:00,Albizia Lebbeck (Broome Raintree),38,38.98895784205606,23.64292819862194,3.036304759225459,31.100702018631182,2,3,8.58901503159601,0.719249479331832,3.7083677031364695,Rainy,7.48051502343834,5.236360516406838
2024-02-19 00:00:00,Albizia Lebbeck (Broome Raintree),85,20.90612753962228,42.56511446756411,9.9898347812715,4.6428784313575555,3,1,22.325112470399937,0.5817006153395626,13.427890068675815,Monsoon,9.074497867075447,6.352148506952813
2024-02-19 00:00:00,Albizia Lebbeck (Broome Raintree),14,15.635732626809062,22.943838771211745,3.3503201368521704,21.70756349487147,3,5,24.367028821598527,1.7234092293757666,8.463410674897867,Summer,7.911161304403261,5.537812913082282
2024-02-19 00:00:00,Albizia Lebbeck (Broome Raintree),60,38.18441186525129,71.75526131311332,8.902010205043926,36.68814593159346,4,3,29.31936139021325,1.2592473382877427,14.9692986634345,Winter,8.882256313338972,6.21757941933728
2024-02-19 00:00:00,Dichrostachys Cinerea Type-1,69,37.59107285058319,78.74636497790637,8.383906869985683,18.200201152391998,3,4,19.95604556011941,1.5418126699619326,7.980571823511233,Rainy,3.392532038128195,2.374772426689736
2024-02-19 00:00:00,Dichrostachys Cinerea Type-1,56,24.779759520301873,62.291089380351764,6.538407413610255,16.230522801127123,2,6,9.381841502543395,1.059244688269714,9.495787104868635,Monsoon,9.94836213914417,6.963853497400918
2024-02-19 00:00:00,Dichrostachys Cinerea Type-1,66,37.706849821165136,27.533356669459728,8.631539563054844,18.286103688808495,4,4,6.2673774719209465,0.11938498036591733,8.508574154543995,Summer,9.518276157635256,6.662793310344679
2024-02-19 00:00:00,Dichrostachys Cinerea Type-1,68,20.550848840915698,44.91638439258491,6.77162317287445,32.129037444529175,2,5,2.8847757719564124,0.7001163638882962,14.183263703378332,Winter,6.367486264803794,4.457240385362656
2024-02-19 00:00:00,Dichrostachys Cinerea Type-2,29,25.50298176930244,82.58422257453944,6.992368205679696,25.536735739056272,3,5,18.13434538090862,0.5870085394476972,9.257728142136465,Rainy,8.317883288315903,5.822518301821131
2024-02-19 00:00:00,Dichrostachys Cinerea Type-2,32,17.8178490663132,55.449735048514526,3.3494293371296786,2.520766600500507,3,6,10.449072916866845,0.7701672553866793,11.924621095191997,Monsoon,11.707315231594116,8.195120662115881
2024-02-19 00:00:00,Dichrostachys Cinerea Type-2,53,38.67268507386794,51.77937401162021,3.617710364778998,49.89840311059357,2,6,22.894891698679697,0.6383477261457589,6.909380017477128,Summer,12.37627277606625,8.663390943246375
2024-02-19 00:00:00,Dichrostachys Cinerea Type-2,17,29.00659832425062,49.033787407444535,7.614282528973316,36.55150203160739,4,2,4.75093247721738,1.9549790197650998,6.6013617936028615,Winter,4.178940357079033,2.925258249955323
2024-02-19 00:00:00,Moringa Oleifera,25,32.80449959793856,56.39897850700534,2.5540782500326467,47.49899920454126,5,5,5.8396439995542355,1.5958525872135971,9.614604278022016,Rainy,4.705497715470896,3.293848400829627
2024-02-19 00:00:00,Moringa Oleifera,78,34.588268295051776,46.2921795104595,7.705771445615104,46.583227140865844,2,2,15.95181406703275,0.13757188367652026,6.112691110598977,Monsoon,11.776461099326486,8.24352276952854
2024-02-19 00:00:00,Moringa Oleifera,74,20.73436427617748,32.530747979551414,3.4433069718184734,29.901461627136317,1,2,4.972891920820626,1.9358455510185422,14.802533365544669,Summer,11.558097883272529,8.09066851829077
2024-02-19 00:00:00,Moringa Oleifera,32,16.939668120901935,45.919965247012684,4.834942450356932,38.51702998091512,5,6,24.79927859133452,1.8388948182420828,2.897442782558347,Winter,11.215909896814845,7.851136927770391
2024-02-19 00:00:00,Phyllanthus Emblica,4,31.285020446985257,56.45397198500359,3.627157580833975,7.291640349925565,3,2,4.176052621302132,0.3897228517590817,11.031726254882265,Rainy,7.0632087946013575,4.94424615622095
2024-02-19 00:00:00,Phyllanthus Emblica,82,38.04832367867088,60.14273012632377,9.1141091559427,16.910948910428413,5,1,14.713655764419372,0.9474441100296203,3.551999214374451,Monsoon,9.095159216860335,6.366611451802234
2024-02-19 00:00:00,Phyllanthus Emblica,66,26.542147034356894,40.2105673115123,2.0205982301983205,36.841772848274836,5,4,25.28481991279024,1.0742039602541253,8.937781021870876,Summer,6.521417943633759,4.564992560543631
2024-02-19 00:00:00,Phyllanthus Emblica,76,26.664785192822443,47.2246363294,6.583825737132894,17.03136542670199,4,3,19.450346176175703,0.5110015050426625,12.502960027736485,Winter,1.6205269223461378,1.1343688456422965
2024-02-19 00:00:00,Leucaena Leucocephala,2,17.15274290701243,21.20813878672584,2.3468194064611057,37.08251497344607,4,5,28.214946973831825,1.5811742894843364,10.507836849759158,Rainy,8.000391335290962,5.600273934703673
2024-02-19 00:00:00,Leucaena Leucocephala,88,26.489046467630907,43.955704945912075,5.210663905826247,1.4382932887925803,1,5,4.421189446248386,0.4810972998315042,4.128236941852385,Monsoon,2.8200788130147543,1.9740551691103279
2024-02-19 00:00:00,Leucaena Leucocephala,11,30.567351170857435,49.71818979713874,7.250001787818704,41.33622514473292,2,6,3.8740236004847532,0.5636626344851297,12.348998725312914,Summer,3.9948329596521637,2.7963830717565146
2024-02-19 00:00:00,Leucaena Leucocephala,27,28.806672294803796,57.791143535494356,2.0497370586666452,45.695457243094154,2,4,22.74370236159147,0.35278728402731485,10.129542129125456,Winter,9.602317352642253,6.721622146849576
2024-02-19 00:00:00,Ziziphus Mauritiana Lam Type-1,89,15.72547814576752,81.9315006847141,4.5139789214863955,31.091550335771796,2,6,22.24216556715663,0.3274831565847027,4.185192705511316,Rainy,11.587521663018284,8.1112651641128
2024-02-19 00:00:00,Ziziphus Mauritiana Lam Type-1,22,29.137596321846374,58.91520034964701,9.842544865197832,16.949401787489226,2,6,3.3375622769735362,1.9238588697013501,4.278534030940091,Monsoon,1.5910065983194652,1.1137046188236255
2024-02-19 00:00:00,Ziziphus Mauritiana Lam Type-1,26,24.755122586210845,36.71902215387594,3.1840236588194193,47.2785700990671,5,5,13.576569822431633,1.169288855321678,2.3274163020460827,Summer,6.40065223671622,4.4804565657013535
2024-02-19 00:00:00,Ziziphus Mauritiana Lam Type-1,84,34.287078270726,32.20056315070841,8.818145209089625,16.52511064369257,3,1,11.075388723451251,0.6429431490113476,3.3320418233336992,Winter,7.189461857390836,5.032623300173585
2024-02-19 00:00:00,Ziziphus Mauritiana Lam Type-2,72,36.955502554846966,71.29634234483987,8.349403437400873,38.45775349480726,1,4,16.56450160431332,0.5480678807595735,13.486053959508165,Rainy,5.8704751835688205,4.109332628498174
2024-02-19 00:00:00,Ziziphus Mauritiana Lam Type-2,54,33.52510117901293,61.895116189503256,9.345731419544633,9.79013084171379,3,4,9.671761927655682,1.7589927390964222,14.880333514488955,Monsoon,12.176618102432071,8.52363267170245
2024-02-19 00:00:00,Ziziphus Mauritiana Lam Type-2,91,26.732659313092928,78.59302241233533,3.0601184207413823,3.3909525419224043,4,5,14.539168154602315,0.3343155945980647,2.093916112415494,Summer,8.394609731470243,5.87622681202917
2024-02-19 00:00:00,Ziziphus Mauritiana Lam Type-2,67,34.45300514251896,62.06589465000775,5.810343499757947,37.49725575191175,3,6,15.126566261079141,0.5544498238608906,13.77180382700341,Winter,2.5410091647806636,1.7787064153464645
2024-02-19 00:00:00,Plumeria Obtusa,46,31.08953038936178,59.017331941203004,4.086164599327275,16.904768704085992,5,3,20.770773616466183,1.0658358118638134,9.069593517911303,Rainy,1.818495448735808,1.2729468141150655
2024-02-19 00:00:00,Plumeria Obtusa,14,36.6280299467426,21.563887877688593,7.913643215944426,44.38658393986199,2,5,23.491738909072584,0.9488361349927197,6.774543414178482,Monsoon,12.451106898357901,8.715774828850531
2024-02-19 00:00:00,Plumeria Obtusa,30,33.583617377086696,20.080678928710984,7.942040538400801,45.94901787745573,1,5,3.2936539155690756,1.8093112104929674,3.8576025259036664,Summer,5.513018160309373,3.8591127122165605
2024-02-19 00:00:00,Plumeria Obtusa,17,23.31344601296347,64.55099029927052,3.3560784198368188,41.03348316851221,5,4,2.2859400549752724,0.7234526117422464,12.641940250186838,Winter,7.6330904534822155,5.343163317437551
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-1,89,22.225603136097398,43.76231734155617,6.380413996640368,35.95136445812283,1,6,18.37933044380747,1.1635919058285977,6.960924596464631,Rainy,4.995771904817674,3.497040333372371
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-1,24,18.09540863515569,73.50584507904016,3.832011908355483,16.02246413002368,1,6,26.022353662717617,1.5585151784459421,3.6046828631304235,Monsoon,4.017444793445463,2.812211355411824
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-1,69,38.700309598204115,40.46903928574821,3.331916400599428,5.5901216658760635,5,6,19.925243638837266,1.4406760427386462,14.284068990186512,Summer,3.0447257166175845,2.131308001632309
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-1,75,35.85735645890939,25.24697252142232,4.52908774750875,7.566056229354068,4,1,24.76164691441352,1.3490397825294913,12.610383359299274,Winter,10.347465984786341,7.243226189350438
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-2,84,27.308980692697816,50.70072368184228,5.4304431649398515,13.522711487084427,5,3,2.4203996438693918,1.1214889376406545,10.455047657791217,Rainy,6.215367524369156,4.350757267058409
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-2,78,31.863252413274495,68.99194869223953,6.381323661430786,24.874017170392587,1,3,29.94266615874618,0.44991401771597594,11.003052437233,Monsoon,9.707043002137107,6.794930101495974
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-2,33,27.85604087793125,38.28920973982409,8.912722663493652,41.02331564343199,3,3,10.40720272094718,0.856617856005585,10.368784766484037,Summer,7.124157454791539,4.986910218354077
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-2,91,24.661940523482077,66.7443903703838,9.978993040216022,6.78341786927088,3,1,3.8594976941394563,0.5750042106552347,7.043263439391957,Winter,2.1970049128859683,1.5379034390201778
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-3,71,28.064449231193265,29.210752107610993,5.2137931166685005,17.991784017423107,3,5,19.36055379784219,1.9498769337981068,8.536830242354327,Rainy,2.3315441999361943,1.632080939955336
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-3,47,24.793213970106336,43.63918471306131,8.143850881320686,24.525143641472187,5,4,4.256000858371463,0.7205756884450025,9.616416614572785,Monsoon,2.231244363598273,1.561871054518791
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-3,41,22.405923560245764,27.993081833486592,8.417609853230841,41.04925454082953,4,4,23.7815552193275,0.6307197442574489,10.733932046860499,Summer,11.532123455455944,8.07248641881916
2024-02-19 00:00:00,Bambusa Tuldoides Murno Type-3,1,24.70411608354376,21.23814921986913,9.091282809411812,9.463589089943925,2,5,20.52388451539553,0.13682792732214,9.182843913170375,Winter,3.603334718215022,2.522334302750515
